job_title,city,country,annual_salary
(Junior) Big Data Engineer (m/w/d),Frankfurt,Germany,71000
Data Scientist / Data Engineer (m/w/d),Frankfurt,Germany,73000
Observability Platform Engineer (m/w/d),Frankfurt,Germany,69000
Data Center Design Engineer w/m/d,Frankfurt,Germany,keine Angabe
Engineer / Developer EDI-Integration (m/w/d),Frankfurt,Germany,61000
Back-End Engineer - Scala (m/f/x),Frankfurt,Germany,51000
Systems Engineer (all genders) mit Schwerpunkt Automation,Frankfurt,Germany,64000
SeniorAd Tech Mobile Engineer - Android/Flutter,Frankfurt,Germany,51000
Technical Engineer (f/m/d),Frankfurt,Germany,54000
Site Reliability Engineer (f/m/d),Frankfurt,Germany,63000
Senior Network Automation Engineer (m/w/d) - 100 % Home Office,Frankfurt,Germany,70000
Senior System Engineer (m/w/d) - HPE Aruba Network,Frankfurt,Germany,74000
CLOUD ANALYTICS - (SENIOR) DATA ENGINEER (M/W/D),Frankfurt,Germany,65000
SENIOR AZURE DATA ENGINEER (M/W/D),Frankfurt,Germany,64000
Reliability Engineer Job Details | Optos,Frankfurt,Germany,66000
Data Center Operations Manager (all genders),Frankfurt,Germany,57000
Marketing Director - Germany,Frankfurt,Germany,64000
